"in.sqft","in.bathroom_spot_vent_hour","in.bedrooms","in.ceiling_fan","in.clothes_dryer","in.clothes_washer","in.clothes_washer_presence","in.cooking_range","in.cooling_setpoint","in.cooling_setpoint_has_offset","in.cooling_setpoint_offset_magnitude","in.cooling_setpoint_offset_period","in.dishwasher","in.ducts","in.federal_poverty_level","in.geometry_floor_area","in.geometry_floor_area_bin","in.geometry_foundation_type","in.geometry_garage","in.geometry_stories","in.geometry_stories_low_rise","in.geometry_wall_exterior_finish","in.geometry_wall_type","in.has_pv","in.heating_fuel","in.heating_setpoint","in.heating_setpoint_has_offset","in.heating_setpoint_offset_magnitude","in.heating_setpoint_offset_period","in.hot_water_fixtures","in.hvac_cooling_efficiency","in.hvac_cooling_partial_space_conditioning","in.hvac_cooling_type","in.hvac_has_ducts","in.hvac_has_zonal_electric_heating","in.hvac_heating_efficiency","in.hvac_heating_type","in.hvac_heating_type_and_fuel","in.income","in.income_recs_2015","in.income_recs_2020","in.infiltration","in.insulation_ceiling","in.insulation_floor","in.insulation_foundation_wall","in.insulation_rim_joist","in.insulation_roof","in.insulation_slab","in.insulation_wall","in.lighting","in.misc_extra_refrigerator","in.misc_freezer","in.misc_gas_fireplace","in.misc_gas_grill","in.misc_gas_lighting","in.misc_hot_tub_spa","in.misc_pool","in.misc_pool_heater","in.misc_pool_pump","in.misc_well_pump","in.occupants","in.orientation","in.plug_load_diversity","in.puma_metro_status","in.pv_orientation","in.pv_system_size","in.range_spot_vent_hour","in.refrigerator","in.roof_material","in.usage_level","in.vacancy_status","in.vintage","in.vintage_acs","in.water_heater_efficiency","in.water_heater_fuel","in.weather_file_city","in.window_areas","in.windows","upgrade.hvac_heating_efficiency","Dry Bulb Temperature [°C]","Relative Humidity [%]","Wind Speed [m/s]","Wind Direction [Deg]","Global Horizontal Radiation [W/m2]","Direct Normal Radiation [W/m2]","Diffuse Horizontal Radiation [W/m2]","energy_sum"
"1690","Hour22","2","None","Gas, 80% Usage","EnergyStar, 80% Usage","Yes","Gas, 80% Usage","68","Yes","2F","Night Setup -3h","318 Rated kWh, 80% Usage","20% Leakage, R-4","100-150%","1500-1999","1500-2499","Slab","None","1","1","Brick, Medium/Dark","Wood Frame","No","Natural Gas","75","Yes","3F","Day and Night -2h","50% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","20000-24999","20000-39999","20000-39999","15 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% Incandescent","None","None","None","None","None","None","None","None","None","None","2","East","50%","In metro area, not/partially in principal city","None","None","Hour10","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","1960s","1960-79","Natural Gas Standard","Natural Gas","Charleston Muni","F9 B9 L9 R9","Single, Clear, Metal","MSHP, SEER 24, 13 HSPF",31.1,61.39,4.6,190,667,564.5,228,1.003
"2663","Hour11","4","Standard Efficiency","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Gas, 120% Usage","72","No","0F","None","None","20% Leakage, R-6","300-400%","2500-2999","2500-3999","Vented Crawlspace","3 Car","1","1","None","Brick","No","Natural Gas","67","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","60000-69999","60000-79999","60000-99999","20 ACH50","R-30","Ceiling R-19","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-11","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","2","East","200%","In metro area, not/partially in principal city","None","None","Hour18","EF 10.5, 100% Usage","Asphalt Shingles, Medium","High","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",31.1,61.39,6.7,70,715,728,147,1.423
"3301","Hour16","3","Standard Efficiency","Electric, 100% Usage","Standard, 100% Usage","Yes","Propane, 100% Usage","65","No","0F","None","290 Rated kWh, 100% Usage","30% Leakage, R-4","400%+","3000-3999","2500-3999","Slab","2 Car","2","2","Vinyl, Light","Wood Frame","No","Electricity","68","Yes","3F","Night +5h","100% Usage","AC, SEER 8","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","140000-159999","140000+","150000+","8 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% LED","EF 10.5","EF 12, National Average","None","None","None","Electric","None","None","None","None","2","Southeast","100%","In metro area, not/partially in principal city","None","None","Hour11","EF 17.6, 100% Usage","Metal, Dark","Medium","Occupied","1980s","1980-99","Electric Standard","Electricity","Beaufort Mcas","F9 B9 L9 R9","Double, Clear, Metal, Air, Exterior Clear Storm","MSHP, SEER 24, 13 HSPF",32.2,53.94,3.6,350,699.5,670,172.5,3.028
"3301","Hour16","3","Standard Efficiency","Electric, 100% Usage","Standard, 100% Usage","Yes","Propane, 100% Usage","65","No","0F","None","290 Rated kWh, 100% Usage","30% Leakage, R-4","400%+","3000-3999","2500-3999","Slab","2 Car","2","2","Vinyl, Light","Wood Frame","No","Electricity","68","Yes","3F","Night +5h","100% Usage","AC, SEER 8","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","140000-159999","140000+","150000+","8 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% LED","EF 10.5","EF 12, National Average","None","None","None","Electric","None","None","None","None","2","Southeast","100%","In metro area, not/partially in principal city","None","None","Hour11","EF 17.6, 100% Usage","Metal, Dark","Medium","Occupied","1980s","1980-99","Electric Standard","Electricity","Beaufort Mcas","F9 B9 L9 R9","Double, Clear, Metal, Air, Exterior Clear Storm","MSHP, SEER 24, 13 HSPF",34.4,44.57,1.5,150,730,707.5,173.5,3.816
"2176","Hour7","4","Standard Efficiency","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","80","No","0F","None","290 Rated kWh, 80% Usage","20% Leakage, R-4","400%+","2000-2499","1500-2499","Slab","2 Car","1","1","None","Brick","No","Electricity","70","No","0F","None","50% Usage","AC, SEER 10","80% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","140000-159999","140000+","100000-149999","7 ACH50","R-13","None","None","None","Unfinished, Uninsulated","Uninsulated","Brick, 12-in, 3-wythe, R-11","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","2","East","50%","In metro area, not/partially in principal city","None","None","Hour16","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","1980s","1980-99","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Single, Clear, Metal","MSHP, SEER 24, 13 HSPF",25.15,96.48,3.48,65,65.5,0,65.5,0.523
"2176","Hour7","4","Standard Efficiency","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","80","No","0F","None","290 Rated kWh, 80% Usage","20% Leakage, R-4","400%+","2000-2499","1500-2499","Slab","2 Car","1","1","None","Brick","No","Electricity","70","No","0F","None","50% Usage","AC, SEER 10","80% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","140000-159999","140000+","100000-149999","7 ACH50","R-13","None","None","None","Unfinished, Uninsulated","Uninsulated","Brick, 12-in, 3-wythe, R-11","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","2","East","50%","In metro area, not/partially in principal city","None","None","Hour16","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","1980s","1980-99","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Single, Clear, Metal","MSHP, SEER 24, 13 HSPF",29.4,69.76,5.7,280,492.5,270,281,0.645
"3301","Hour5","5","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","78","No","0F","None","None","20% Leakage, R-8","300-400%","3000-3999","2500-3999","Slab","3 Car","2","2","Vinyl, Light","Wood Frame","No","Natural Gas","65","No","0F","None","100% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Wall/Floor Furnace, 68% AFUE","Non-Ducted Heating","Natural Gas Fuel Wall/Floor Furnace","40000-44999","40000-59999","40000-59999","6 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Under, Horizontal","Wood Stud, R-11","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","1","East","100%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","2000s","2000-09","Natural Gas Standard","Natural Gas","Beaufort Mcas","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",33.9,52.43,3.1,120,689,589.5,224,2.428
"3301","Hour5","5","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","78","No","0F","None","None","20% Leakage, R-8","300-400%","3000-3999","2500-3999","Slab","3 Car","2","2","Vinyl, Light","Wood Frame","No","Natural Gas","65","No","0F","None","100% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Wall/Floor Furnace, 68% AFUE","Non-Ducted Heating","Natural Gas Fuel Wall/Floor Furnace","40000-44999","40000-59999","40000-59999","6 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Under, Horizontal","Wood Stud, R-11","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","1","East","100%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","2000s","2000-09","Natural Gas Standard","Natural Gas","Beaufort Mcas","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",33.15,59.71,3.6,50,526,213.5,356.5,1.383
"3301","Hour5","5","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","78","No","0F","None","None","20% Leakage, R-8","300-400%","3000-3999","2500-3999","Slab","3 Car","2","2","Vinyl, Light","Wood Frame","No","Natural Gas","65","No","0F","None","100% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Wall/Floor Furnace, 68% AFUE","Non-Ducted Heating","Natural Gas Fuel Wall/Floor Furnace","40000-44999","40000-59999","40000-59999","6 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Under, Horizontal","Wood Stud, R-11","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","1","East","100%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","2000s","2000-09","Natural Gas Standard","Natural Gas","Beaufort Mcas","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",32.2,51.99,3.1,140,599.5,437.5,261.5,1.75
"3301","Hour5","5","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","78","No","0F","None","None","20% Leakage, R-8","300-400%","3000-3999","2500-3999","Slab","3 Car","2","2","Vinyl, Light","Wood Frame","No","Natural Gas","65","No","0F","None","100% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Wall/Floor Furnace, 68% AFUE","Non-Ducted Heating","Natural Gas Fuel Wall/Floor Furnace","40000-44999","40000-59999","40000-59999","6 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Under, Horizontal","Wood Stud, R-11","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","1","East","100%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","2000s","2000-09","Natural Gas Standard","Natural Gas","Beaufort Mcas","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",30,72,4.35,165,563.5,274.5,349,1.541
"1690","Hour4","3","Standard Efficiency, No usage","Electric, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","75","No","0F","None","None","20% Leakage, R-4","200-300%","1500-1999","1500-2499","Slab","2 Car","2","2","Vinyl, Light","Wood Frame","No","Electricity","55","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","30000-34999","20000-39999","20000-39999","5 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-15","100% LED","EF 17.6","EF 12, National Average","None","None","None","None","None","None","None","None","1","East","50%","Not/partially in metro area","None","None","Hour8","EF 19.9, 100% Usage","Wood Shingles","Low","Vacant","1990s","1980-99","Electric Standard","Electricity","Orangeburg Muni","F9 B9 L9 R9","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",28.3,67.46,2.1,340,194.5,26.5,173,0.621
"1690","Hour4","3","Standard Efficiency, No usage","Electric, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","75","No","0F","None","None","20% Leakage, R-4","200-300%","1500-1999","1500-2499","Slab","2 Car","2","2","Vinyl, Light","Wood Frame","No","Electricity","55","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","30000-34999","20000-39999","20000-39999","5 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-15","100% LED","EF 17.6","EF 12, National Average","None","None","None","None","None","None","None","None","1","East","50%","Not/partially in metro area","None","None","Hour8","EF 19.9, 100% Usage","Wood Shingles","Low","Vacant","1990s","1980-99","Electric Standard","Electricity","Orangeburg Muni","F9 B9 L9 R9","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",31.7,46.67,2.6,90,578,333.5,312.5,0.797
"1690","Hour4","3","Standard Efficiency, No usage","Electric, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","75","No","0F","None","None","20% Leakage, R-4","200-300%","1500-1999","1500-2499","Slab","2 Car","2","2","Vinyl, Light","Wood Frame","No","Electricity","55","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","30000-34999","20000-39999","20000-39999","5 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-15","100% LED","EF 17.6","EF 12, National Average","None","None","None","None","None","None","None","None","1","East","50%","Not/partially in metro area","None","None","Hour8","EF 19.9, 100% Usage","Wood Shingles","Low","Vacant","1990s","1980-99","Electric Standard","Electricity","Orangeburg Muni","F9 B9 L9 R9","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",33.3,47.39,3.1,230,712,702.5,171,0.932
"2663","Hour18","4","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","70","No","0F","None","None","30% Leakage, R-8","400%+","2500-2999","2500-3999","Slab","2 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Electricity","70","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","180000-199999","140000+","150000+","5 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Wood Stud, R-11","100% LED","EF 6.7","None","None","None","None","None","None","None","None","None","5","North","50%","In metro area, not/partially in principal city","None","None","Hour17","EF 19.9, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",32.2,61.64,5.1,190,701,667.5,180,1.86
"2663","Hour18","4","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","70","No","0F","None","None","30% Leakage, R-8","400%+","2500-2999","2500-3999","Slab","2 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Electricity","70","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","180000-199999","140000+","150000+","5 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Wood Stud, R-11","100% LED","EF 6.7","None","None","None","None","None","None","None","None","None","5","North","50%","In metro area, not/partially in principal city","None","None","Hour17","EF 19.9, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",31.1,61.39,4.6,120,554.5,275,338.5,2.07
"2663","Hour18","4","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","70","No","0F","None","None","30% Leakage, R-8","400%+","2500-2999","2500-3999","Slab","2 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Electricity","70","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","180000-199999","140000+","150000+","5 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Wood Stud, R-11","100% LED","EF 6.7","None","None","None","None","None","None","None","None","None","5","North","50%","In metro area, not/partially in principal city","None","None","Hour17","EF 19.9, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",24.7,87.61,0,200,139.5,3.5,137,1.259
"2663","Hour18","4","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","70","No","0F","None","None","30% Leakage, R-8","400%+","2500-2999","2500-3999","Slab","2 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Electricity","70","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","180000-199999","140000+","150000+","5 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Wood Stud, R-11","100% LED","EF 6.7","None","None","None","None","None","None","None","None","None","5","North","50%","In metro area, not/partially in principal city","None","None","Hour17","EF 19.9, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",30,69.87,7.2,110,532.5,235,351,1.586
"2176","Hour21","4","Standard Efficiency, No usage","Electric, 80% Usage","Standard, 80% Usage","Yes","Propane, 80% Usage","75","No","0F","None","None","10% Leakage, Uninsulated","300-400%","2000-2499","1500-2499","Vented Crawlspace","None","1","1","Wood, Medium/Dark","Wood Frame","No","Electricity","55","Yes","12F","Night +5h","50% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","140000-159999","140000+","150000+","8 ACH50","R-49","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% CFL","EF 17.6","None","None","None","None","None","None","None","None","None","8","North","50%","In metro area, not/partially in principal city","None","None","Hour15","EF 17.6, 100% Usage","Composition Shingles","Low","Vacant","1990s","1980-99","Electric Premium","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",32.2,61.64,5.1,190,701,667.5,180,0.873
"2176","Hour21","4","Standard Efficiency, No usage","Electric, 80% Usage","Standard, 80% Usage","Yes","Propane, 80% Usage","75","No","0F","None","None","10% Leakage, Uninsulated","300-400%","2000-2499","1500-2499","Vented Crawlspace","None","1","1","Wood, Medium/Dark","Wood Frame","No","Electricity","55","Yes","12F","Night +5h","50% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","140000-159999","140000+","150000+","8 ACH50","R-49","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% CFL","EF 17.6","None","None","None","None","None","None","None","None","None","8","North","50%","In metro area, not/partially in principal city","None","None","Hour15","EF 17.6, 100% Usage","Composition Shingles","Low","Vacant","1990s","1980-99","Electric Premium","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",30,69.87,7.2,110,532.5,235,351,0.599
"2176","Hour7","3","Standard Efficiency, No usage","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","68","No","0F","None","None","10% Leakage, Uninsulated","400%+","2000-2499","1500-2499","Vented Crawlspace","2 Car","1","1","None","Brick","No","Electricity","55","No","0F","None","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","200000+","140000+","150000+","15 ACH50","R-7","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-7","100% Incandescent","EF 15.9","EF 12, National Average","None","None","None","Gas","None","None","None","None","2","Northwest","200%","In metro area, not/partially in principal city","None","None","Hour7","EF 17.6, 100% Usage","Composition Shingles","High","Vacant","1970s","1960-79","Electric Standard","Electricity","Beaufort Mcas","F15 B15 L15 R15","Single, Clear, Non-metal","MSHP, SEER 24, 13 HSPF",32.8,61.41,3.1,160,756,840.5,95,2.013
"2176","Hour7","3","Standard Efficiency, No usage","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","68","No","0F","None","None","10% Leakage, Uninsulated","400%+","2000-2499","1500-2499","Vented Crawlspace","2 Car","1","1","None","Brick","No","Electricity","55","No","0F","None","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","200000+","140000+","150000+","15 ACH50","R-7","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-7","100% Incandescent","EF 15.9","EF 12, National Average","None","None","None","Gas","None","None","None","None","2","Northwest","200%","In metro area, not/partially in principal city","None","None","Hour7","EF 17.6, 100% Usage","Composition Shingles","High","Vacant","1970s","1960-79","Electric Standard","Electricity","Beaufort Mcas","F15 B15 L15 R15","Single, Clear, Non-metal","MSHP, SEER 24, 13 HSPF",33.67,50.7,4.46,200,685,565,238,2.089
"2176","Hour7","3","Standard Efficiency, No usage","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","68","No","0F","None","None","10% Leakage, Uninsulated","400%+","2000-2499","1500-2499","Vented Crawlspace","2 Car","1","1","None","Brick","No","Electricity","55","No","0F","None","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","200000+","140000+","150000+","15 ACH50","R-7","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-7","100% Incandescent","EF 15.9","EF 12, National Average","None","None","None","Gas","None","None","None","None","2","Northwest","200%","In metro area, not/partially in principal city","None","None","Hour7","EF 17.6, 100% Usage","Composition Shingles","High","Vacant","1970s","1960-79","Electric Standard","Electricity","Beaufort Mcas","F15 B15 L15 R15","Single, Clear, Non-metal","MSHP, SEER 24, 13 HSPF",32.8,61.41,1.5,193.33,729.5,764,137,1.752
"1690","Hour18","3","Standard Efficiency","None","None","None","Electric, 100% Usage","70","Yes","5F","Day Setup and Night Setback +1h","None","20% Leakage, R-4","400%+","1500-1999","1500-2499","Slab","2 Car","1","1","Aluminum, Light","Steel Frame","No","Electricity","68","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","80000-99999","80000-99999","60000-99999","10 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% CFL","EF 10.5","EF 12, National Average","None","None","None","None","None","None","None","None","2","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour10","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","1990s","1980-99","Electric Standard","Electricity","Myrtle Beach Civ","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",28.9,69.66,5.1,80,353,74.5,295.5,0.677
"1690","Hour18","3","Standard Efficiency","None","None","None","Electric, 100% Usage","70","Yes","5F","Day Setup and Night Setback +1h","None","20% Leakage, R-4","400%+","1500-1999","1500-2499","Slab","2 Car","1","1","Aluminum, Light","Steel Frame","No","Electricity","68","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","80000-99999","80000-99999","60000-99999","10 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% CFL","EF 10.5","EF 12, National Average","None","None","None","None","None","None","None","None","2","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour10","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","1990s","1980-99","Electric Standard","Electricity","Myrtle Beach Civ","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",29.4,59.16,5.1,150,742.5,795.5,133,1.205
"3301","Hour5","4","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","78","No","0F","None","None","30% Leakage, Uninsulated","300-400%","3000-3999","2500-3999","Unheated Basement","None","2","2","Vinyl, Light","Wood Frame","No","Electricity","75","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","60000-69999","60000-79999","60000-99999","7 ACH50","R-19","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-15","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","West","200%","In metro area, not/partially in principal city","None","None","Hour21","EF 17.6, 100% Usage","Asphalt Shingles, Medium","High","Occupied","1990s","1980-99","Electric Standard","Electricity","Charleston Muni","F30 B30 L30 R30","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",32.8,61.41,3.6,140,634,489,259.5,4.32
"3301","Hour5","4","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","78","No","0F","None","None","30% Leakage, Uninsulated","300-400%","3000-3999","2500-3999","Unheated Basement","None","2","2","Vinyl, Light","Wood Frame","No","Electricity","75","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","60000-69999","60000-79999","60000-99999","7 ACH50","R-19","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-15","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","West","200%","In metro area, not/partially in principal city","None","None","Hour21","EF 17.6, 100% Usage","Asphalt Shingles, Medium","High","Occupied","1990s","1980-99","Electric Standard","Electricity","Charleston Muni","F30 B30 L30 R30","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",29.4,63.29,3.6,10,539.5,335.5,279.5,2.33
